Route,Year,x,y,Effort,Habitat,JunJul,DJF,AprMay,Phylloscopus_trochilus,Turdus_iliacus,Fringilla_coelebs,Turdus_philomelos,Carduelis_spinus,Parus_major,Anthus_trivialis,Erithacus_rubecula,Cuculus_canorus,Muscicapa_striata,Ficedula_hypoleuca,Turdus_pilaris,Loxia_curvirostra,Columba_palumbus,Sylvia_borin,Corvus_corone,Dendrocopos_major,Emberiza_citrinella,Turdus_merula,Sylvia_curruca,Regulus_regulus,Prunella_modularis,Phoenicurus_phoenicurus,Parus_caeruleus,Parus_montanus,Motacilla_alba,Carduelis_chloris,Phylloscopus_collybita,Tringa_ochropus,Parus_cristatus,Sylvia_communis,Grus_grus,Larus_canus,Pica_pica,Phylloscopus_sibilatrix,Turdus_viscivorus,Hirundo_rustica,Sylvia_atricapilla,Tetrao_tetrix,Pyrrhula_pyrrhula,Dryocopus_martius,Certhia_familiaris,Alauda_arvensis,Corvus_corax,Saxicola_rubetra,Garrulus_glandarius,Numenius_arquata,Carpodacus_erythrinus,Gallinago_gallinago,Corvus_monedula
281,2014,5206.8,4571.1,6000,Br,16.751,-4.6258,6.63315,48,23,56,6,4,6,10,10,5,1,2,15,0,7,14,5,0,1,3,2,3,9,1,0,4,1,0,1,2,0,2,1,0,0,0,0,0,1,3,1,1,0,0,1,1,0,4,7,2,0
281,2010,5206.8,4571.1,6000,Br,14.411,-12.96,7.13415,75,22,44,9,12,6,6,9,4,3,2,47,2,9,16,5,1,5,3,3,2,7,1,2,3,3,2,3,2,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,2,0,4,8,2,0
281,2008,5206.8,4571.1,6000,Br,14.905,-2.8956,5.3492,45,35,74,15,8,5,3,16,4,4,3,41,7,14,17,3,6,6,1,3,4,7,0,0,4,0,2,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,4,10,4,0
281,2006,5206.8,4571.1,6000,Br,16.12,-9.4367,6.10435,78,34,52,12,13,3,9,10,4,3,2,40,4,8,14,0,3,5,4,1,3,11,0,0,3,2,3,1,5,0,1,0,2,5,3,0,3,2,1,4,2,0,2,0,1,2,3,3,6,0
282,2012,5231.2,4574.7,6000,Br,17.467,-7.8011,4.782465,38,14,57,3,5,5,7,3,2,0,0,25,1,5,11,8,0,10,1,5,2,1,1,2,0,1,3,2,1,0,1,1,11,1,2,0,2,0,0,0,0,0,0,2,1,0,16,3,1,0
282,2014,5231.2,4574.7,6000,Br,16.731,-5.0427,6.15405,54,23,56,9,3,7,13,10,4,0,3,23,0,5,8,16,0,13,3,0,2,1,0,9,0,0,1,0,0,0,1,1,7,6,1,1,2,0,0,0,1,0,0,1,3,0,30,2,2,0
282,2013,5231.2,4574.7,6000,Br,14.903,-8.6289,6.79065,54,16,41,3,1,7,3,5,4,0,4,30,4,5,13,8,7,9,2,0,0,0,0,3,0,0,0,2,1,0,1,1,18,3,1,0,2,0,0,0,0,0,0,0,3,1,21,4,3,0
282,2011,5231.2,4574.7,6000,Br,17.028,-13.849,6.8079,32,10,31,2,4,9,4,3,1,1,2,25,9,3,12,5,1,5,0,0,0,2,0,3,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,2,7,7,1,0
282,2006,5231.2,4574.7,6000,Br,16.372,-9.7367,5.7671,59,7,56,3,5,6,6,4,2,2,2,26,7,6,9,14,5,15,0,2,1,5,2,0,5,5,10,2,1,0,1,0,8,4,0,0,7,0,0,0,0,1,0,0,3,0,8,1,2,0
283,2013,5255.2,4583.1,6000,Br,14.649,-8.8256,6.78235,45,3,38,1,12,2,5,2,6,0,3,3,3,1,6,0,0,1,1,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,1,0,0,1,2,1,0
283,2009,5255.2,4583.1,6000,Br,13.254,-7.2244,5.25015,39,7,34,7,15,7,4,6,2,0,0,2,1,4,3,4,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,0,0
283,2007,5255.2,4583.1,6000,Br,15.277,-8.0367,5.3924,44,5,40,3,12,5,13,17,2,1,0,3,4,0,5,2,0,0,1,1,0,1,0,0,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
283,2008,5255.2,4583.1,6000,Br,14.333,-3.4978,4.5844,56,2,34,3,6,4,4,11,2,0,2,6,0,4,2,3,1,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,3,1,1,0
283,2010,5255.2,4583.1,6000,Br,13.762,-13.701,6.64215,75,7,42,7,12,5,9,11,4,1,1,12,1,2,6,4,0,1,0,1,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,3,0,0,0,0,0,5,1,1,0
283,2011,5255.2,4583.1,6000,Br,16.508,-14.063,6.5043,44,3,36,5,6,3,11,9,1,0,0,6,6,3,4,1,0,0,1,1,1,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,2,0,0
283,2006,5255.2,4583.1,6000,Br,15.643,-10.046,5.4843,65,11,33,3,9,6,8,3,4,0,0,8,0,2,1,0,0,1,1,5,1,2,0,0,1,1,0,2,0,0,1,1,0,0,0,4,5,0,4,0,0,0,0,0,1,0,3,0,2,0
286,2009,5327.400000000001,4598.8,6000,Br,13.423,-7.2322,5.254835,39,7,59,4,21,5,18,14,4,3,1,1,12,2,6,0,0,0,4,3,2,3,1,0,2,0,0,1,3,1,1,0,3,0,0,1,1,0,0,2,0,1,0,0,2,0,0,0,1,0
286,2012,5327.400000000001,4598.8,6000,Br,16.985,-8.191,4.7753665,36,6,59,8,9,3,15,11,4,5,0,0,5,0,7,0,1,1,2,5,7,2,1,0,3,0,1,6,0,2,2,0,1,0,3,0,0,0,2,1,1,1,0,1,1,0,1,1,0,0
286,2011,5327.400000000001,4598.8,6000,Br,16.515,-14.097,6.4973,34,5,35,2,3,6,14,33,5,2,4,1,1,1,4,0,0,1,2,1,1,7,7,1,2,0,0,3,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
286,2013,5327.400000000001,4598.8,6000,Br,14.893,-8.91,6.889,53,6,50,12,13,3,16,18,5,0,2,0,4,2,7,1,2,0,2,5,4,1,4,0,6,0,0,9,1,2,0,0,3,0,2,0,0,0,1,3,0,1,0,1,1,0,0,2,0,0
293,2012,4957.8,4534.400000000001,6000,Co,16.908,-4.9,4.9034,12,2,25,3,3,5,14,6,5,1,0,5,0,3,7,9,1,8,2,1,0,0,0,0,1,2,0,1,1,0,0,2,3,0,0,0,1,0,0,0,0,0,11,1,7,0,7,0,0,0
293,2010,4957.8,4534.400000000001,6000,Co,14.293,-10.05,6.54185,32,8,28,0,6,6,14,4,3,4,7,5,3,9,2,15,0,9,0,2,1,0,4,2,0,2,3,0,1,1,0,3,13,0,0,0,2,0,7,0,2,0,10,2,9,1,15,4,1,1
293,2011,4957.8,4534.400000000001,6000,Co,15.949,-10.513,6.8153,37,1,27,0,1,4,28,11,4,0,4,3,7,5,0,7,1,11,3,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1,0,0,2,0,0,1,1,0,11,2,1,0,7,2,0,0
293,2008,4957.8,4534.400000000001,6000,Co,14.549,-0.91099,5.7542,26,11,47,4,9,5,20,5,7,6,3,12,1,7,4,9,2,22,0,1,2,2,5,0,1,3,1,1,1,2,4,0,0,1,0,0,1,0,0,0,1,0,15,1,5,0,8,3,1,0
299,2009,5103.6,4570.1,6000,Co,13.474,-6.22,6.12235,26,0,73,13,11,4,16,16,5,2,1,0,6,1,1,1,6,2,0,4,4,2,3,0,4,1,0,4,0,5,0,1,1,0,0,3,1,0,0,1,1,1,0,0,0,1,1,0,1,0
299,2012,5103.6,4570.1,6000,Co,17.002,-7.2112,4.8626,35,0,65,11,13,9,13,14,8,2,0,1,2,1,0,0,2,0,0,2,1,2,5,3,3,0,0,1,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
299,2014,5103.6,4570.1,6000,Co,15.875,-4.3888,6.23715,40,0,39,8,3,11,7,13,8,1,2,1,2,1,2,0,1,1,1,0,7,1,16,2,3,0,0,7,1,5,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,0
299,2011,5103.6,4570.1,6000,Co,16.257,-12.741,7.07455,27,0,42,6,7,5,7,19,4,5,0,0,1,0,0,0,0,1,0,0,0,1,4,1,1,0,0,6,0,3,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
299,2010,5103.6,4570.1,6000,Co,14.085,-12.448,6.97915,33,0,68,5,11,6,16,18,5,1,1,0,1,3,2,0,0,1,1,1,5,0,4,0,2,0,0,3,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
302,2011,5175.3,4588.3,6000,Urb,16.934,-13.306,7.13805,47,2,57,9,13,6,15,5,6,0,2,22,14,4,6,12,1,15,0,3,0,5,3,2,3,0,1,2,1,0,1,1,4,6,0,0,0,0,2,1,0,0,1,1,1,6,14,8,4,1
302,2013,5175.3,4588.3,6000,Urb,14.823,-8.6089,6.93915,57,5,71,15,2,3,8,12,4,0,0,11,9,3,12,16,3,18,2,1,2,3,2,2,4,1,0,4,1,1,9,4,3,3,0,0,2,0,0,0,0,1,2,2,1,0,10,2,4,0
302,2009,5175.3,4588.3,6000,Urb,14.01,-6.6367,5.932,34,2,48,18,14,9,10,1,9,0,0,19,0,11,10,18,3,10,2,4,1,2,0,1,0,1,0,1,2,0,1,2,3,1,1,0,0,0,1,0,1,0,1,3,3,1,14,3,8,0
302,2006,5175.3,4588.3,6000,Urb,16.487,-9.4178,6.24085,9,9,13,2,2,2,5,5,1,4,1,6,1,1,7,7,3,4,3,0,0,0,0,1,2,3,3,3,0,1,0,1,1,2,1,0,4,0,0,0,0,0,3,0,2,2,6,5,1,1
302,2008,5175.3,4588.3,6000,Urb,15.179,-3.0099,5.45115,34,7,75,16,5,15,8,7,12,0,5,22,0,5,14,11,5,15,1,2,5,3,0,3,2,0,0,1,0,1,0,1,3,0,4,0,1,0,0,1,2,0,2,2,3,0,11,3,4,1
304,2014,5224.6,4601.3,6000,Br,16.467,-5.2787,5.9202,84,24,34,15,5,8,9,7,3,0,0,18,0,1,12,3,4,1,6,1,4,3,1,4,2,2,0,4,2,0,0,0,0,3,3,0,0,0,2,5,0,0,0,1,0,0,1,2,0,0
304,2013,5224.6,4601.3,6000,Br,14.641,-8.8522,6.65335,59,9,57,5,5,7,10,3,5,2,2,30,3,0,14,0,7,0,3,2,1,3,0,1,0,1,0,3,2,1,0,1,0,0,6,0,0,0,1,1,0,0,0,1,1,0,0,4,1,0
304,2011,5224.6,4601.3,6000,Br,16.664,-13.947,6.63125,56,17,34,17,13,7,4,11,7,0,0,16,6,0,12,0,1,1,4,0,2,4,1,0,0,1,1,1,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0
304,2012,5224.6,4601.3,6000,Br,17.159,-7.9764,4.57355,76,17,68,9,15,4,11,5,4,2,1,27,2,1,6,0,2,0,0,2,5,6,0,0,1,1,1,1,3,1,0,0,0,3,4,0,0,0,1,1,0,0,0,0,3,0,0,1,1,0
304,2006,5224.6,4601.3,6000,Br,16.089,-9.8733,5.6805,88,14,66,4,24,3,5,10,2,7,2,17,8,1,20,0,1,1,1,1,3,7,0,1,4,0,5,1,5,2,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,1,5,1,0
307,2012,5297.3,4619.2,6000,Br,16.834,-8.2596,4.5310835,33,24,52,21,11,4,7,15,0,8,3,5,3,1,22,0,0,2,9,3,5,2,0,2,2,0,0,1,3,0,1,0,1,2,5,0,0,0,1,1,0,3,0,1,3,0,0,4,1,0
307,2010,5297.3,4619.2,6000,Br,13.975,-13.917,6.68165,60,17,31,14,17,2,9,16,3,2,0,8,23,6,15,1,0,5,2,5,7,5,0,3,6,1,3,5,3,0,0,0,3,2,0,0,2,0,0,1,1,1,0,0,2,1,4,2,3,0
307,2013,5297.3,4619.2,6000,Br,14.764,-9.0544,6.43415,63,14,66,16,26,7,12,20,7,12,1,11,6,6,16,2,0,2,7,4,5,2,0,4,2,2,0,3,4,4,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,4,1,0,0
307,2011,5297.3,4619.2,6000,Br,16.569,-14.52,6.355,37,13,34,2,3,3,6,17,4,4,1,7,3,4,11,0,0,1,5,0,4,5,0,1,1,0,0,4,1,1,0,0,0,0,3,0,0,2,0,1,0,1,0,0,0,0,1,3,1,0
319,2014,5144.900000000001,4605.2,6000,Co,15.997,-4.8326,5.98075,55,0,29,6,5,6,19,7,17,0,2,0,2,4,1,2,0,1,3,4,1,1,1,0,2,0,0,3,0,0,0,1,2,0,0,1,0,0,3,0,2,1,3,0,1,0,2,0,2,0
319,2008,5144.900000000001,4605.2,6000,Co,14.611,-3.2813,5.1427,36,0,51,5,18,12,19,29,21,0,1,0,9,1,0,2,4,9,7,2,2,4,0,4,2,1,0,0,11,3,0,0,0,0,0,0,0,0,6,0,1,0,0,3,2,1,1,1,3,0
319,2013,5144.900000000001,4605.2,6000,Co,14.254,-8.7922,6.751,56,0,49,7,14,2,17,3,13,0,2,1,4,3,1,1,2,1,3,3,0,2,2,0,1,0,0,6,6,0,0,3,0,0,0,0,0,0,2,1,0,0,2,0,1,0,2,0,0,0
319,2009,5144.900000000001,4605.2,6000,Co,13.493,-6.85,5.767,49,0,37,6,38,13,25,5,6,1,1,0,13,4,0,0,0,7,3,2,2,3,0,1,3,0,0,1,4,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,2,1
319,2011,5144.900000000001,4605.2,6000,Co,16.17,-13.007,6.91965,45,0,44,15,8,4,22,11,11,0,1,0,26,1,0,0,1,8,0,1,3,2,2,1,1,1,0,1,1,0,0,5,5,0,0,0,0,0,13,1,0,5,0,1,0,1,3,3,0,1
322,2010,5217.400000000001,4624.3,6000,Co,13.618,-13.504,6.39835,30,0,27,2,8,0,22,8,7,5,2,1,0,0,0,3,0,0,0,0,0,1,14,0,2,0,0,0,1,0,0,1,6,0,0,2,0,0,0,0,1,0,0,2,3,0,6,0,0,0
322,2014,5217.400000000001,4624.3,6000,Co,16.338,-5.364,5.9253,19,0,29,1,1,4,13,1,11,0,1,4,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,2,1,0,0,3,0,0,2,0,0,0,0,0,1,0,1,0,0,0
322,2009,5217.400000000001,4624.3,6000,Co,13.028,-7.3844,5.064635,14,2,32,1,10,2,10,1,4,4,2,2,2,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,2,3,0,0,10,0,0,5,0,1,0,0,0,1,1,2,0,3,0
322,2011,5217.400000000001,4624.3,6000,Co,16.231,-13.759,6.34805,15,0,28,8,4,4,17,2,8,2,0,5,0,0,0,1,1,0,0,0,0,4,10,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
328,2014,4993.3,4594.900000000001,6000,Co,15.533,-3.4652,6.15775,40,5,62,4,0,1,45,2,6,2,1,6,0,2,0,2,1,5,0,2,0,0,2,1,1,2,0,0,1,0,0,7,4,0,1,0,0,0,4,0,1,0,2,1,1,1,3,0,3,0
328,2008,4993.3,4594.900000000001,6000,Co,14.011,-1.6154,5.38365,66,5,57,6,6,3,39,6,7,4,2,2,2,8,1,3,1,11,0,2,0,0,3,0,1,0,0,0,0,0,0,12,2,1,0,1,0,0,3,0,0,0,3,1,5,0,2,0,5,0
328,2007,4993.3,4594.900000000001,6000,Co,15.079,-5.4889,5.1284,91,5,65,5,6,1,43,4,35,4,3,7,2,10,4,5,1,4,3,0,0,0,14,0,1,1,0,0,1,0,0,6,1,0,2,1,0,0,13,0,2,0,3,1,7,3,3,0,13,0
328,2011,4993.3,4594.900000000001,6000,Co,15.711,-11.646,6.6232,48,9,61,9,2,0,24,3,7,7,6,2,1,3,1,1,2,2,0,0,0,0,7,0,3,1,0,0,2,0,0,7,3,0,1,0,1,0,6,0,0,0,3,0,2,2,6,0,5,0
328,2012,4993.3,4594.900000000001,6000,Co,16.828,-6.0067,4.5427,49,6,72,2,4,3,35,2,8,2,2,1,0,0,0,1,0,4,5,3,0,0,10,1,1,2,0,0,0,0,0,10,2,0,3,3,0,0,7,0,1,0,1,1,4,0,6,2,4,0
328,2009,4993.3,4594.900000000001,6000,Co,13.397,-4.8356,5.9885,79,6,76,6,11,5,50,3,7,1,3,1,4,8,1,1,0,4,3,3,0,0,3,0,2,2,0,0,1,0,0,4,0,0,2,1,0,0,2,0,1,0,3,2,5,0,3,0,5,0
328,2010,4993.3,4594.900000000001,6000,Co,13.979,-11.007,6.42885,58,6,57,4,5,0,24,8,10,5,2,0,0,6,1,3,0,1,0,0,0,0,5,0,2,0,0,0,2,1,0,9,2,0,0,2,1,0,8,0,1,0,3,0,5,0,8,0,2,0
329,2009,5017.6,4601.,6000,Co,13.015,-5.8078,5.8199,59,5,74,4,8,3,19,10,7,3,0,1,2,8,0,0,2,0,0,4,3,1,4,0,1,2,0,2,0,0,0,4,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,2,0
329,2012,5017.6,4601.,6000,Co,16.49,-6.8236,4.283635,57,10,88,7,6,7,29,9,9,1,0,1,0,5,0,1,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,3,0,0,0,0,2,0,0,0,0,3,0
329,2010,5017.6,4601.,6000,Co,13.607,-11.897,6.42815,48,4,79,16,8,4,11,9,9,1,2,0,1,6,0,1,1,1,1,2,0,0,6,1,1,1,0,1,1,1,0,4,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0
329,2008,5017.6,4601.,6000,Co,14.082,-2.233,5.12995,68,6,106,4,8,3,41,16,10,5,0,1,2,7,0,0,4,0,0,3,0,0,0,0,3,1,0,1,1,2,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,4,0
329,2011,5017.6,4601.,6000,Co,15.508,-12.518,6.51095,41,5,59,16,7,6,22,7,5,3,0,4,1,3,0,0,0,1,2,1,0,0,4,0,0,0,0,0,0,1,0,6,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0
334,2011,5138.900000000001,4631.5,6000,Br,15.83,-13.003,6.75865,49,0,52,16,11,3,18,12,15,4,3,0,2,2,0,0,3,3,2,0,0,4,2,0,1,1,0,1,5,0,0,1,0,0,1,2,0,0,3,2,1,0,0,2,0,0,4,2,0,0
334,2013,5138.900000000001,4631.5,6000,Br,14.107,-8.9478,6.688,64,0,48,5,13,3,18,6,4,0,1,0,3,4,0,0,0,1,5,0,0,2,1,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0
334,2007,5138.900000000001,4631.5,6000,Br,15.375,-7.6556,5.3465,50,0,55,10,4,9,22,27,20,2,3,0,4,8,1,0,4,2,2,0,3,7,2,0,5,3,0,0,8,1,0,0,0,0,0,5,0,0,3,0,6,0,0,0,0,0,1,0,0,0
334,2009,5138.900000000001,4631.5,6000,Br,13.193,-7.0678,5.58285,33,0,66,14,19,9,15,8,3,1,0,0,1,1,0,0,0,3,0,1,4,2,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
334,2014,5138.900000000001,4631.5,6000,Br,15.823,-4.9843,5.90615,64,0,39,10,7,8,10,8,12,0,0,0,7,4,1,1,0,2,5,2,0,3,0,0,2,0,0,0,1,3,0,3,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,1,0
351,2006,5205.2,4673.8,6000,Br,15.78,-10.197,5.3966,21,4,6,1,3,1,1,3,0,0,0,2,1,1,5,1,1,2,1,2,4,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
351,2014,5205.2,4673.8,6000,Br,15.969,-5.5629,5.6074,80,17,60,15,9,8,12,25,6,3,4,6,1,7,8,0,0,0,1,3,3,6,3,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1,4,4,0,2,0,1,0,0,4,3,0,0
351,2007,5205.2,4673.8,6000,Br,15.472,-8.46,4.88595,62,5,44,6,18,6,7,20,1,2,2,4,4,5,6,4,5,1,0,0,4,9,2,0,0,2,1,4,4,0,0,0,0,0,0,2,1,0,2,1,1,1,0,0,0,1,3,1,0,0
351,2012,5205.2,4673.8,6000,Br,16.741,-8.6539,4.19905,39,8,37,12,23,2,5,13,6,4,1,8,6,6,4,2,1,4,2,3,4,5,0,0,7,0,2,2,2,0,0,0,0,2,7,0,3,0,4,0,2,1,0,0,0,1,3,2,0,0
355,2014,5302.3,4697.7,6000,Co,15.769,-6.3247,4.94255,32,3,27,7,3,7,20,4,14,7,1,1,2,0,0,4,4,0,0,0,5,2,19,0,5,1,0,0,1,1,0,1,3,0,1,5,0,0,1,0,1,0,0,0,2,1,4,0,2,0
355,2007,5302.3,4697.7,6000,Co,14.616,-9.1411,4.3371,30,0,39,5,16,4,23,6,7,4,1,0,21,0,0,0,1,0,0,1,1,1,10,0,2,0,0,1,0,0,0,0,2,0,0,2,0,0,2,1,0,0,0,2,5,0,1,0,2,0
355,2010,5302.3,4697.7,6000,Co,13.128,-14.292,6.13855,33,6,28,7,14,2,17,8,8,5,0,1,24,0,0,0,1,0,0,1,0,1,17,0,1,0,0,0,1,3,0,1,0,0,1,3,0,0,0,1,0,0,0,4,2,0,0,0,2,0
355,2006,5302.3,4697.7,6000,Co,14.961,-10.971,5.0211,7,0,7,2,6,1,4,3,2,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
371,2007,5022.3,4679.5,6000,Op,14.784,-5.6744,4.4111,81,2,47,2,2,4,28,14,13,6,1,0,2,0,0,0,2,11,0,1,1,1,4,0,4,0,0,0,5,1,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,1,0
371,2012,5022.3,4679.5,6000,Op,16.415,-6.0787,3.889285,54,7,56,5,10,12,33,23,9,7,1,0,2,3,2,0,3,10,0,4,0,2,8,2,1,0,1,0,3,1,0,1,0,0,5,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0
371,2009,5022.3,4679.5,6000,Op,13.095,-5.0989,4.495585,63,4,50,6,16,4,21,5,0,5,0,0,6,2,1,0,4,10,1,4,5,3,4,1,3,0,1,2,4,0,0,3,0,0,2,0,0,0,11,0,0,2,0,0,3,0,0,0,5,0
371,2011,5022.3,4679.5,6000,Op,15.151,-11.548,5.3837,60,7,53,9,9,4,27,9,5,3,1,0,2,0,1,0,0,10,1,7,2,1,9,0,3,0,0,0,4,0,0,0,0,0,6,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0
371,2013,5022.3,4679.5,6000,Op,13.907,-7.6944,6.303335,67,7,40,6,9,5,32,9,7,1,0,0,22,0,6,0,3,9,4,4,0,2,4,0,0,0,0,1,3,4,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0
371,2006,5022.3,4679.5,5600,Op,15.441,-7.1867,5.98885,84,2,37,3,4,2,15,7,5,6,2,0,4,1,3,0,2,8,0,1,0,2,7,0,6,0,0,0,7,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
371,2008,5022.3,4679.5,6000,Op,13.816,-1.8637,4.6811,63,7,31,7,13,7,21,8,9,6,3,0,29,0,1,1,5,12,0,4,2,1,3,0,5,0,1,0,3,0,0,2,0,0,5,4,1,0,1,0,0,0,0,0,4,0,0,1,0,0
371,2014,5022.3,4679.5,3000,Op,15.497,-3.5506,5.3666,40,3,16,5,2,1,11,4,2,0,0,0,2,1,0,0,0,5,3,0,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2011,5015.8,4703.400000000001,6000,Br,15.102,-11.704,5.24065,71,3,37,2,10,6,20,7,0,4,9,0,1,2,5,0,0,9,3,3,2,1,1,1,3,0,0,1,0,0,0,7,1,0,0,0,1,0,0,0,2,0,1,0,1,1,0,12,4,0
382,2013,5015.8,4703.400000000001,6000,Br,13.852,-7.8456,6.111835,96,1,31,4,9,7,19,8,0,5,3,0,12,3,6,0,0,14,4,2,0,1,3,3,2,0,0,1,1,1,0,7,0,0,3,0,0,0,2,0,0,0,2,1,1,0,4,11,5,0
382,2008,5015.8,4703.400000000001,6000,Br,13.841,-1.8604,4.5747,86,7,35,3,16,9,15,17,2,8,5,1,14,16,3,5,0,7,4,3,4,2,0,0,6,0,1,0,2,1,0,10,1,0,0,0,1,0,1,1,0,0,1,0,5,1,2,6,6,2
382,2014,5015.8,4703.400000000001,6000,Br,15.508,-3.5899,5.1068,98,2,41,9,11,5,17,4,1,8,5,0,6,7,8,7,0,22,1,3,0,2,0,2,10,2,0,0,2,0,0,12,0,0,1,0,1,0,8,0,0,0,2,1,0,0,3,5,10,1
382,2012,5015.8,4703.400000000001,6000,Br,16.551,-6.0393,3.67565,82,1,44,5,19,10,7,12,0,7,4,0,4,6,4,2,0,9,6,3,1,1,0,1,5,0,0,1,1,0,0,12,4,1,0,0,1,0,7,0,0,0,3,0,0,0,2,9,7,0
382,2010,5015.8,4703.400000000001,6000,Br,13.862,-10.753,5.883,88,5,38,1,14,3,16,17,2,9,5,1,3,8,8,4,0,12,5,4,0,3,3,1,1,0,2,0,1,0,0,13,0,0,0,1,1,0,3,0,1,0,1,0,5,0,1,6,11,1
384,2008,5063.6,4714.400000000001,6700,Urb,14.887,-3.2187,4.86295,15,0,13,0,1,5,0,2,0,0,6,2,0,0,6,11,0,35,1,1,0,0,1,0,1,1,5,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,6,0,7,0,26,0,0,12
384,2010,5063.6,4714.400000000001,6700,Urb,14.439,-12.596,6.90115,17,4,9,1,3,2,0,0,2,1,3,0,0,1,11,8,0,27,0,1,0,0,1,1,1,1,5,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,12,1,8,0,16,1,0,16
384,2013,5063.6,4714.400000000001,7300,Urb,14.031,-8.9933,6.62035,20,5,4,1,0,2,0,0,0,0,2,3,2,3,1,8,0,20,2,1,0,0,0,2,0,2,1,0,0,0,0,0,0,9,0,0,3,0,0,1,0,0,15,0,2,0,23,3,0,16
384,2014,5063.6,4714.400000000001,7300,Urb,15.818,-4.8404,5.7887,33,5,11,1,0,11,1,1,0,1,1,4,0,3,1,10,0,42,0,0,0,0,0,1,0,8,0,0,1,0,0,1,0,6,0,0,1,0,0,2,0,0,20,0,5,0,20,0,0,15
384,2009,5063.6,4714.400000000001,6700,Urb,13.656,-6.5567,5.391965,15,2,13,0,2,6,0,0,1,0,4,4,0,2,7,4,0,22,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,10,0,4,0,27,0,0,6
384,2012,5063.6,4714.400000000001,6700,Urb,17.203,-7.2629,4.3076,9,5,5,3,0,6,1,0,4,0,0,2,0,1,4,13,0,42,0,1,0,0,0,1,0,4,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,34,0,8,0,13,3,0,8
388,2010,5161.7,4739.2,4000,Op,13.395,-13.426,5.7389,53,5,20,9,7,0,5,22,0,2,0,1,2,0,1,0,0,1,0,1,0,6,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2,1,0
